30186	2707	2008-06-14 22:17:05	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2708	2008-06-15 21:55:28	38.5084	-84.3702	3658b3bb97d8e2d93264bba4fccf72fec3018c53	empty_message
30186	2709	2008-06-16 00:09:28	38.6767	-84.3302	eb8abceaa22411dd92387756d43b5ce2	empty_message
30186	2710	2008-06-16 00:22:49	38.3904	-84.2941	eb88a7a2a22411ddb186efadd6225694	empty_message
30186	2711	2008-06-16 00:29:45	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2712	2008-06-16 14:21:57	38.389	-84.2976	dd2ef1f65fd7e643ab99f3ab63e0278f6768bff0	empty_message
30186	2713	2008-06-16 20:35:26	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2714	2008-06-19 20:19:47	38.3849	-84.2897	7e572847b644235cf0211f7acc6f6cd1d6444835	empty_message
30186	2715	2008-06-19 20:29:21	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2716	2008-06-20 13:08:12	38.3849	-84.2897	7e572847b644235cf0211f7acc6f6cd1d6444835	empty_message
30186	2717	2008-06-20 13:15:05	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2718	2008-06-20 14:21:29	38.389	-84.296	c3fa8654cf7cd7d556fd5da97ac02917505e43f0	empty_message
30186	2719	2008-06-20 14:25:11	38.3907	-84.2974	f8f48e9ba10de8cd9dd7d6e30a2f398453fe4060	empty_message
30186	2720	2008-06-20 14:34:32	38.3771	-84.3125	6859af3fd7eb5d858bbae96923bb4919058f3d3b	empty_message
30186	2721	2008-06-20 14:50:49	38.3717	-84.2294	4db9d48260c268c1c4ce0af4c16aa60db5b8d4c9	empty_message
30186	2722	2008-06-20 14:55:52	38.3697	-84.2004	1f1bc2cb87e015aa66ef4279e5d418f5b93aa6dd	empty_message
30186	2723	2008-06-20 19:05:49	38.3717	-84.2294	4db9d48260c268c1c4ce0af4c16aa60db5b8d4c9	empty_message
30186	2724	2008-06-20 19:07:32	38.3849	-84.2897	7e572847b644235cf0211f7acc6f6cd1d6444835	empty_message
30186	2725	2008-06-20 19:30:20	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2726	2008-06-21 14:28:13	38.3855	-84.3032	a4ab46f60523243de52e04f9abef538d475a2f18	empty_message
30186	2727	2008-06-21 14:50:56	38.2098	-84.5588	eb8c1644a22411dd8aec5be85d7c1d15	empty_message
30186	2728	2008-06-21 15:56:45	38.2313	-84.5358	0279dbab14b7effc4bf9363ed7769e560b085879	empty_message
30186	2729	2008-06-21 16:59:50	38.2098	-84.5588	eb8c1644a22411dd8aec5be85d7c1d15	empty_message
30186	2730	2008-06-21 17:08:24	38.3892	-84.5374	eb976f58a22411ddb10c7f46a2ce8e6b	empty_message
30186	2731	2008-06-21 17:15:23	38.4967	-84.5641	eb881102a22411ddb23fff073c554266	empty_message
30186	2732	2008-06-21 17:35:19	38.5084	-84.3702	3658b3bb97d8e2d93264bba4fccf72fec3018c53	empty_message
30186	2733	2008-06-21 18:24:50	38.3904	-84.2941	eb88a7a2a22411ddb186efadd6225694	empty_message
30186	2734	2008-06-21 20:43:53	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2735	2008-06-21 22:39:32	38.3156	-84.3618	5aafddef1635a00f79ea555b0dd38c111e18f3d5	empty_message
30186	2736	2008-06-21 22:57:48	38.0489	-84.4998	b1d2f044e12dcb7cdd594a29701421711464cede	empty_message
30186	2737	2008-06-21 23:42:18	37.9995	-84.4394	6cc8632f2c37e43de64dced14ef543645ed02d1f	empty_message
30186	2738	2008-06-22 00:56:17	38.0721	-84.4833	970b1a5b912c9679db3013a5c4a3b680b8b9a0ef	empty_message
30186	2739	2008-06-22 01:20:15	38.1894	-84.4008	09c49c76fa47e2642b5bbc5cc8bb1b299baf768b	empty_message
30186	2740	2008-06-22 01:36:51	38.3904	-84.2941	eb88a7a2a22411ddb186efadd6225694	empty_message
30186	2741	2008-06-22 02:49:25	38.3855	-84.3054	de615f4095918ce910cc23e9cf14d70c81b1283a	empty_message
30186	2742	2008-06-22 22:17:46	38.3771	-84.3125	eeb7abdaa1e30613a0ed4691d677f060b89d923c	empty_message
30186	2743	2008-06-22 22:25:06	38.3771	-84.3125	eeb7abdaa1e30613a0ed4691d677f060b89d923c	empty_message
30186	2744	2008-06-22 22:36:34	38.3879	-84.3017	547a21606294d18dd58ffea34ff1de4e03bc1d2c	empty_message
30186	2745	2008-06-22 23:16:46	38.3844	-84.2952	aab45bedc0fe15f10d9e4184a1daf56b81937b1a	empty_message
30186	2746	2008-06-22 23:19:23	38.3844	-84.2952	aab45bedc0fe15f10d9e4184a1daf56b81937b1a	empty_message
